"테이블 정의서","주제영역명","작성일","작성자","테이블 ID","테이블명","테이블설명","No","컬럼ID","컬럼명","타입","길이","Null","KEY","DEFAULT","비고","업뮤규칙"
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_LIST","퀴즈 목록","퀴즈 목록 정보","8","MODIFY_DATE","수정 날짜","TIMESTAMP","6","Y","","NULL","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_OPTION","퀴즈 옵션","퀴즈 옵션 정보","1","QUIZ_OPTION_SEQ","퀴즈 옵션 SEQ","VARCHAR2","50","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_OPTION","퀴즈 옵션","퀴즈 옵션 정보","2","QUIZ_SEQ","퀴즈 SEQ","VARCHAR2","50","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_OPTION","퀴즈 옵션","퀴즈 옵션 정보","3","OPTION_ORDER","옵션 순서","NUMBER","","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_OPTION","퀴즈 옵션","퀴즈 옵션 정보","4","CONTENT","내용","VARCHAR2","1000","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_OPTION","퀴즈 옵션","퀴즈 옵션 정보","5","IMAGE_NAME","이미지 이름","VARCHAR2","200","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_OPTION","퀴즈 옵션","퀴즈 옵션 정보","6","IMAGE_ADDR","이미지 주소","VARCHAR2","500","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_OPTION","퀴즈 옵션","퀴즈 옵션 정보","7","IS_DELETE","삭제 여부","CHAR","1","Y","","'N'","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_RESPONSE","퀴즈 응답","퀴즈 응답 정보","1","QUIZ_RESPONSE_SEQ","퀴즈 응답 SEQ","VARCHAR2","50","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_RESPONSE","퀴즈 응답","퀴즈 응답 정보","2","QUIZ_SEQ","퀴즈 SEQ","VARCHAR2","50","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_RESPONSE","퀴즈 응답","퀴즈 응답 정보","3","COURSE_SEQ","강의 SEQ","VARCHAR2","50","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_RESPONSE","퀴즈 응답","퀴즈 응답 정보","4","USER_SEQ","사용자 SEQ","NUMBER","30,0","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_RESPONSE","퀴즈 응답","퀴즈 응답 정보","5","SELECT_OPTION","선택 옵션","NUMBER","2,0","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_RESPONSE","퀴즈 응답","퀴즈 응답 정보","6","CORRECT_CHECK","정답 확인","CHAR","1","Y","","'N'","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_RESPONSE","퀴즈 응답","퀴즈 응답 정보","7","RESPONSEDATE","응답 날짜","DATE","","Y","","SYSDATE","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_RESPONSE","퀴즈 응답","퀴즈 응답 정보","8","QUIZ_LIST_SEQ","퀴즈 목록 SEQ","VARCHAR2","50","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_STAT","퀴즈 통계","퀴즈 통계 정보","1","QUIZ_LIST_SEQ","퀴즈 목록 SEQ","VARCHAR2","50","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_STAT","퀴즈 통계","퀴즈 통계 정보","2","COURSE_SEQ","강의 SEQ","VARCHAR2","50","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_STAT","퀴즈 통계","퀴즈 통계 정보","3","QUIZ_RESPONSE_SEQ","퀴즈 응답 SEQ","VARCHAR2","50","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_STAT","퀴즈 통계","퀴즈 통계 정보","4","QUIZ_ID","퀴즈 ID","NUMBER","","N","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_STAT","퀴즈 통계","퀴즈 통계 정보","5","USER_SEQ","사용자 SEQ","VARCHAR2","50","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_STAT","퀴즈 통계","퀴즈 통계 정보","6","CORRECT_CHECK","정답 확인","CHAR","1","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_STAT","퀴즈 통계","퀴즈 통계 정보","7","TOTAL_COUNT","총 개수","VARCHAR2","10","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","QUIZ_STAT","퀴즈 통계","퀴즈 통계 정보","8","CORRECT_RATE","정답률","NUMBER","10,2","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_VIDEO","사용자 비디오","사용자 비디오 정보","1","USER_SEQ","사용자 SEQ","VARCHAR2","50","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_VIDEO","사용자 비디오","사용자 비디오 정보","2","VIDEO_SEQ","비디오 SEQ","VARCHAR2","50","N","PK, FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_VIDEO","사용자 비디오","사용자 비디오 정보","3","COURSE_SEQ","강의 SEQ","VARCHAR2","50","N","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_VIDEO","사용자 비디오","사용자 비디오 정보","4","CURRENT_TIME","현재 시간","VARCHAR2","20","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_VIDEO","사용자 비디오","사용자 비디오 정보","5","DURATION","길이","VARCHAR2","20","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_VIDEO","사용자 비디오","사용자 비디오 정보","6","PROGRESS_RATIO","진행률","VARCHAR2","10","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_VIDEO","사용자 비디오","사용자 비디오 정보","7","LAST_UPDATED","마지막 업데이트","DATE","","Y","","SYSDATE","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COURSE_ENROLLMENT","수강 등록","수강 등록 정보","1","ENROLL_SEQ","등록 SEQ","NUMBER","","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COURSE_ENROLLMENT","수강 등록","수강 등록 정보","2","USER_SEQ","사용자 SEQ","NUMBER","30,0","N","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COURSE_ENROLLMENT","수강 등록","수강 등록 정보","3","COURSE_SEQ","강의 SEQ","VARCHAR2","30","N","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COURSE_ENROLLMENT","수강 등록","수강 등록 정보","4","ENROLL_DATE","등록일","DATE","","Y","","CURRENT_DATE","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COURSE_ENROLLMENT","수강 등록","수강 등록 정보","5","STATUS","상태","VARCHAR2","20","Y","","'수강중'","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COURSE_ENROLLMENT","수강 등록","수강 등록 정보","6","PROGRESS","진행률","NUMBER","","Y","","0","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","DELETE_MESSAGE","삭제된 메시지","삭제된 메시지 정보","1","DONATION_SEQ","기부 SEQ","VARCHAR2","50","N","PK, FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","DELETE_MESSAGE","삭제된 메시지","삭제된 메시지 정보","2","MESSAGE","메시지","VARCHAR2","1000","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","DELETE_MESSAGE","삭제된 메시지","삭제된 메시지 정보","3","DELETED_AT","삭제일","TIMESTAMP","6","Y","","CURRENT_TIMESTAMP","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","SYSTEM_LOG","시스템 로그","시스템 로그 정보","1","LOG_SEQ","로그 SEQ","NUMBER","","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","SYSTEM_LOG","시스템 로그","시스템 로그 정보","2","ADMIN_ID","관리자 ID","VARCHAR2","50","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","SYSTEM_LOG","시스템 로그","시스템 로그 정보","3","PAYMENT_SEQ","결제 SEQ","VARCHAR2","50","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","SYSTEM_LOG","시스템 로그","시스템 로그 정보","4","LOG_TYPE","로그 유형","VARCHAR2","50","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","SYSTEM_LOG","시스템 로그","시스템 로그 정보","5","ACCESS_TIME","접근 시간","TIMESTAMP","6","Y","","SYSTIMESTAMP","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","SYSTEM_LOG","시스템 로그","시스템 로그 정보","6","IP_ADDRESS","IP 주소","VARCHAR2","45","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","SYSTEM_LOG","시스템 로그","시스템 로그 정보","7","USER_AGENT","사용자 에이전트","VARCHAR2","255","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","SYSTEM_LOG","시스템 로그","시스템 로그 정보","8","REMARKS","비고","VARCHAR2","2000","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","SYSTEM_LOG","시스템 로그","시스템 로그 정보","9","WALLET_SEQ","지갑 SEQ","NUMBER","20,0","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","PASSWORD_HISTORY","비밀번호 이력","비밀번호 이력 정보","1","HISTORY_ID","이력 ID","NUMBER","20,0","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","PASSWORD_HISTORY","비밀번호 이력","비밀번호 이력 정보","2","USER_SEQ","사용자 SEQ","VARCHAR2","50","N","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","PASSWORD_HISTORY","비밀번호 이력","비밀번호 이력 정보","3","PASSWORD_HASH","비밀번호 해시","VARCHAR2","255","N","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","PASSWORD_HISTORY","비밀번호 이력","비밀번호 이력 정보","4","CREATED_AT","생성일","DATE","","N","","SYSDATE","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USERS","사용자","사용자 정보","1","USER_SEQ","사용자 SEQ","NUMBER","30,0","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USERS","사용자","사용자 정보","2","EMAIL","이메일","VARCHAR2","255","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USERS","사용자","사용자 정보","3","PASSWORD","비밀번호","VARCHAR2","100","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USERS","사용자","사용자 정보","4","SOCIAL_ID","소셜 ID","VARCHAR2","100","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USERS","사용자","사용자 정보","5","SOCIAL_PROVIDER","소셜 제공자","VARCHAR2","30","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USERS","사용자","사용자 정보","6","NICKNAME","닉네임","VARCHAR2","50","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USERS","사용자","사용자 정보","7","PROFILE","프로필","VARCHAR2","255","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USERS","사용자","사용자 정보","8","CREATED_AT","생성일","TIMESTAMP","6","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USERS","사용자","사용자 정보","9","STATUS","상태","VARCHAR2","20","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USERS","사용자","사용자 정보","10","SIGNUP_PATH","가입 경로","VARCHAR2","50","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USERS","사용자","사용자 정보","11","UNSIGN_PATH","탈퇴 경로","VARCHAR2","100","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USERS","사용자","사용자 정보","12","USER_ID","사용자 ID","VARCHAR2","300","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USERS","사용자","사용자 정보","13","PASSWORD_STATUS","비밀번호 상태","VARCHAR2","50","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_POST","커뮤니티 게시물","커뮤니티 게시물 정보","1","POST_ID","게시물 ID","NUMBER","","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_POST","커뮤니티 게시물","커뮤니티 게시물 정보","2","USER_ID","사용자 ID","NUMBER","","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_POST","커뮤니티 게시물","커뮤니티 게시물 정보","3","TITLE","제목","VARCHAR2","200","N","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_POST","커뮤니티 게시물","커뮤니티 게시물 정보","4","CONTENT","내용","CLOB","","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_POST","커뮤니티 게시물","커뮤니티 게시물 정보","5","CREATED_AT","생성일","TIMESTAMP","6","Y","","SYSTIMESTAMP","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_POST","커뮤니티 게시물","커뮤니티 게시물 정보","6","VIEWS","조회수","NUMBER","","Y","","0","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_POST","커뮤니티 게시물","커뮤니티 게시물 정보","7","POST_STATE","게시물 상태","CHAR","1","Y","","'A'","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_POST","커뮤니티 게시물","커뮤니티 게시물 정보","8","COMMUNITY_NOTICE","커뮤니티 공지","CHAR","1","N","","'N'","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_COMMENT","커뮤니티 댓글","커뮤니티 댓글 정보","1","COMMENT_ID","댓글 ID","NUMBER","","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_COMMENT","커뮤니티 댓글","커뮤니티 댓글 정보","2","POST_ID2","게시물 ID","NUMBER","","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_COMMENT","커뮤니티 댓글","커뮤니티 댓글 정보","3","USER_ID2","사용자 ID","NUMBER","","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_COMMENT","커뮤니티 댓글","커뮤니티 댓글 정보","4","COURSE_SEQ","강의 SEQ","VARCHAR2","50","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_COMMENT","커뮤니티 댓글","커뮤니티 댓글 정보","5","PARENT_ID","부모 ID","NUMBER","","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_COMMENT","커뮤니티 댓글","커뮤니티 댓글 정보","6","CONTENT","내용","VARCHAR2","1000","N","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_COMMENT","커뮤니티 댓글","커뮤니티 댓글 정보","7","CREATED_AT","생성일","TIMESTAMP","6","Y","","SYSTIMESTAMP","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_COMMENT","커뮤니티 댓글","커뮤니티 댓글 정보","8","CMT_STATE","댓글 상태","CHAR","1","Y","","'A'","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_IMAGE","커뮤니티 이미지","커뮤니티 이미지 정보","1","IMAGE_ID","이미지 ID","NUMBER","","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_IMAGE","커뮤니티 이미지","커뮤니티 이미지 정보","2","POST_ID2","게시물 ID","NUMBER","","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_IMAGE","커뮤니티 이미지","커뮤니티 이미지 정보","3","USER_ID2","사용자 ID","NUMBER","","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_IMAGE","커뮤니티 이미지","커뮤니티 이미지 정보","4","COURSE_SEQ","강의 SEQ","VARCHAR2","50","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_IMAGE","커뮤니티 이미지","커뮤니티 이미지 정보","5","IMAGE_URL","이미지 URL","VARCHAR2","255","N","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_LIKE","커뮤니티 좋아요","커뮤니티 좋아요 정보","1","LIKE_ID","좋아요 ID","NUMBER","","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_LIKE","커뮤니티 좋아요","커뮤니티 좋아요 정보","2","POST_ID2","게시물 ID","NUMBER","","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_LIKE","커뮤니티 좋아요","커뮤니티 좋아요 정보","3","USER_ID2","사용자 ID","NUMBER","","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_LIKE","커뮤니티 좋아요","커뮤니티 좋아요 정보","4","COURSE_SEQ","강의 SEQ","VARCHAR2","50","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_LIKE","커뮤니티 좋아요","커뮤니티 좋아요 정보","5","LIKED_AT","좋아요 한 날짜","TIMESTAMP","6","Y","","SYSTIMESTAMP","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","COMMUNITY_LIKE","커뮤니티 좋아요","커뮤니티 좋아요 정보","6","VOTE_TYPE","투표 유형","VARCHAR2","10","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","1","WALLET_SEQ","지갑 SEQ","NUMBER","20,0","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","2","USER_SEQ","사용자 SEQ","NUMBER","30,0","N","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","3","TOTAL_MILES","총 마일리지","NUMBER","20,0","Y","","0","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","4","DONATION_AVAILABLE","기부 가능","NUMBER","20,0","Y","","0","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","5","DONATED_MILES","기부된 마일리지","NUMBER","20,0","Y","","0","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","6","RECEIVED_MILES","받은 마일리지","NUMBER","20,0","Y","","0","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","7","CREATED_AT","생성일","DATE","","Y","","SYSDATE","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","MILE_WALLET","마일리지 지갑","마일리지 지갑 정보","8","UPDATED_AT","수정일","DATE","","Y","","SYSDATE","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_ACCOUNT","사용자 계정","사용자 계정 정보","1","ACCOUNT_SEQ","계정 SEQ","VARCHAR2","50","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_ACCOUNT","사용자 계정","사용자 계정 정보","2","USER_SEQ","사용자 SEQ","NUMBER","30,0","N","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_ACCOUNT","사용자 계정","사용자 계정 정보","3","BANK_CODE","은행 코드","VARCHAR2","20","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_ACCOUNT","사용자 계정","사용자 계정 정보","4","ACCOUNT_NUM","계좌 번호","VARCHAR2","50","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_ACCOUNT","사용자 계정","사용자 계정 정보","5","HOLDER_NAME","예금주명","VARCHAR2","50","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_ACCOUNT","사용자 계정","사용자 계정 정보","6","VERIFIED","인증 여부","NUMBER","1,0","Y","","0","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","USER_ACCOUNT","사용자 계정","사용자 계정 정보","7","CREATED_AT","생성일","TIMESTAMP","6","Y","","SYSTIMESTAMP","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","1","REFUND_SEQ","환불 SEQ","VARCHAR2","50","N","PK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","2","PAYMENT_SEQ","결제 SEQ","VARCHAR2","50","N","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","3","ACCOUNT_SEQ","계정 SEQ","VARCHAR2","50","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","4","WALLET_SEQ","지갑 SEQ","NUMBER","20,0","Y","FK","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","5","REFUND_AMOUNT","환불액","NUMBER","","N","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","6","REQUESTED_AT","요청일","TIMESTAMP","6","Y","","SYSTIMESTAMP","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","7","PROCESSED_AT","처리일","TIMESTAMP","6","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","8","STATUS","상태","VARCHAR2","20","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","9","REASON","사유","VARCHAR2","255","Y","","","",""
"E-Learning","E-Learning","2025년 7월 26일 토요일","김세형","REFUND","환불","환불 정보","10","REJECT_REASON","거절 사유","VARCHAR2","255","Y","","","",""